metric,lang,lp,k,m,condition,severity,family,positions,chain_step,chain_plan,doc_id,family_id,block_id,n_tokens_src,n_tokens_tgt,truncated,S,s_1,s_2,s_3,s_4
mock,de,en-de(synthetic),2,1,major_accuracy,major,accuracy,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k2,46,48,False,0.634163265793618,0.8497777767338126,0.5582048231414813,,
mock,de,en-de(synthetic),2,2,major_accuracy,major,accuracy,"0,1",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k2,46,48,False,0.5464151090084328,0.5619663673363604,0.5582048231414813,,
mock,de,en-de(synthetic),2,1,major_fluency,major,fluency,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k2,46,48,False,0.7054724389726947,0.8497777767338126,0.643939308054395,,
mock,de,en-de(synthetic),2,2,major_fluency,major,fluency,"0,1",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k2,46,48,False,0.620508229288485,0.6456142786796256,0.643939308054395,,
mock,de,en-de(synthetic),4,0,none,,,,0,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8566620114656929,0.8497777767338126,0.8521551716644687,0.8368643171228627,0.869814892591565
mock,de,en-de(synthetic),4,1,minor_accuracy,minor,accuracy,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8161818080384978,0.8497777767338126,0.7924331682451146,0.8368643171228627,0.869814892591565
mock,de,en-de(synthetic),4,2,minor_accuracy,minor,accuracy,"1,2",2,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8056249346718607,0.8497777767338126,0.7924331682451146,0.7832175650448396,0.869814892591565
mock,de,en-de(synthetic),4,3,minor_accuracy,minor,accuracy,"1,2,3",3,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7967189472162088,0.8497777767338126,0.7924331682451146,0.7832175650448396,0.8247470791862876
mock,de,en-de(synthetic),4,4,minor_accuracy,minor,accuracy,"0,1,2,3",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7640906432209842,0.7238970733300653,0.7924331682451146,0.7832175650448396,0.8247470791862876
mock,de,en-de(synthetic),4,1,minor_fluency,minor,fluency,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8537069507508609,0.8497777767338126,0.8183609632493116,0.8368643171228627,0.869814892591565
mock,de,en-de(synthetic),4,2,minor_fluency,minor,fluency,"1,2",2,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8280997048996848,0.8497777767338126,0.8183609632493116,0.8116649298513605,0.869814892591565
mock,de,en-de(synthetic),4,3,minor_fluency,minor,fluency,"1,2,3",3,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.8229847975149428,0.8497777767338126,0.8183609632493116,0.8116649298513605,0.7907789327336223
mock,de,en-de(synthetic),4,4,minor_fluency,minor,fluency,"0,1,2,3",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7992431813338268,0.8092218303875952,0.8183609632493116,0.8116649298513605,0.7907789327336223
mock,de,en-de(synthetic),4,1,major_accuracy,major,accuracy,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.716286878673059,0.8497777767338126,0.5582048231414813,0.8368643171228627,0.869814892591565
mock,de,en-de(synthetic),4,2,major_accuracy,major,accuracy,"1,2",2,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.6271034714977511,0.8497777767338126,0.5582048231414813,0.5199592552979364,0.869814892591565
mock,de,en-de(synthetic),4,3,major_accuracy,major,accuracy,"1,2,3",3,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.5773514263869398,0.8497777767338126,0.5582048231414813,0.5199592552979364,0.5389576998829191
mock,de,en-de(synthetic),4,4,major_accuracy,major,accuracy,"0,1,2,3",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.5593551096829847,0.5619663673363604,0.5582048231414813,0.5199592552979364,0.5389576998829191
mock,de,en-de(synthetic),4,1,major_fluency,major,fluency,1,1,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7755775674934497,0.8497777767338126,0.643939308054395,0.8368643171228627,0.869814892591565
mock,de,en-de(synthetic),4,2,major_fluency,major,fluency,"1,2",2,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7483871704117845,0.8497777767338126,0.643939308054395,0.7472130337570144,0.869814892591565
mock,de,en-de(synthetic),4,3,major_fluency,major,fluency,"1,2,3",3,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.7086571993639639,0.8497777767338126,0.643939308054395,0.7472130337570144,0.7480702837098144
mock,de,en-de(synthetic),4,4,major_fluency,major,fluency,"0,1,2,3",4,"1,2,3,0",bbbfc9543ca8dca0,de_bbbfc9543ca8dca0_4,de_bbbfc9543ca8dca0_4_k4,90,95,False,0.6850564858257322,0.6456142786796256,0.643939308054395,0.7472130337570144,0.7480702837098144
mock,de,en-de(synthetic),1,0,none,,,,0,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k1,24,25,False,0.822155482334056,0.822155482334056,,,
mock,de,en-de(synthetic),1,1,minor_accuracy,minor,accuracy,0,2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k1,24,25,False,0.7662458067062378,0.7662458067062378,,,
mock,de,en-de(synthetic),1,1,minor_fluency,minor,fluency,0,2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k1,24,25,False,0.7876673733628564,0.7876673733628564,,,
mock,de,en-de(synthetic),1,1,major_accuracy,major,accuracy,0,2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k1,24,25,False,0.5749661765680274,0.5749661765680274,,,
mock,de,en-de(synthetic),1,1,major_fluency,major,fluency,0,2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k1,24,25,False,0.7256802254172705,0.7256802254172705,,,
mock,de,en-de(synthetic),2,0,none,,,,0,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.8225467777406277,0.822155482334056,0.8132335926886518,,
mock,de,en-de(synthetic),2,1,minor_accuracy,minor,accuracy,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.8012328799543854,0.822155482334056,0.7685676440107971,,
mock,de,en-de(synthetic),2,2,minor_accuracy,minor,accuracy,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.7795778601402706,0.7662458067062378,0.7685676440107971,,
mock,de,en-de(synthetic),2,1,minor_fluency,minor,fluency,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.8074587463324115,0.822155482334056,0.7913535343748713,,
mock,de,en-de(synthetic),2,2,minor_fluency,minor,fluency,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.7796096804218495,0.7876673733628564,0.7913535343748713,,
mock,de,en-de(synthetic),2,1,major_accuracy,major,accuracy,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.6078480399733541,0.822155482334056,0.5345792690489177,,
mock,de,en-de(synthetic),2,2,major_accuracy,major,accuracy,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.5531419345823646,0.5749661765680274,0.5345792690489177,,
mock,de,en-de(synthetic),2,1,major_fluency,major,fluency,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.765226425328716,0.822155482334056,0.7216440471147109,,
mock,de,en-de(synthetic),2,2,major_fluency,major,fluency,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k2,46,48,False,0.7133252669275637,0.7256802254172705,0.7216440471147109,,
mock,de,en-de(synthetic),4,0,none,,,,0,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.8361044565190755,0.822155482334056,0.8132335926886518,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,1,minor_accuracy,minor,accuracy,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.8214857477705039,0.822155482334056,0.7685676440107971,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,2,minor_accuracy,minor,accuracy,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.8018342952692146,0.7662458067062378,0.7685676440107971,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,3,minor_accuracy,minor,accuracy,"0,1,3",3,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.7849408293304301,0.7662458067062378,0.7685676440107971,0.8413005190918531,0.7424447181204432
mock,de,en-de(synthetic),4,4,minor_accuracy,minor,accuracy,"0,1,2,3",4,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.755386475162353,0.7662458067062378,0.7685676440107971,0.7642367869636657,0.7424447181204432
mock,de,en-de(synthetic),4,1,minor_fluency,minor,fluency,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.835118678013695,0.822155482334056,0.7913535343748713,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,2,minor_fluency,minor,fluency,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.8287974064194333,0.7876673733628564,0.7913535343748713,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,3,minor_fluency,minor,fluency,"0,1,3",3,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.800652336139741,0.7876673733628564,0.7913535343748713,0.8413005190918531,0.8120685364862746
mock,de,en-de(synthetic),4,4,minor_fluency,minor,fluency,"0,1,2,3",4,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.8037998549366757,0.7876673733628564,0.7913535343748713,0.8353524170535835,0.8120685364862746
mock,de,en-de(synthetic),4,1,major_accuracy,major,accuracy,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.6925759082550426,0.822155482334056,0.5345792690489177,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,2,major_accuracy,major,accuracy,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.6402509767523479,0.5749661765680274,0.5345792690489177,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,3,major_accuracy,major,accuracy,"0,1,3",3,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.5639644189766561,0.5749661765680274,0.5345792690489177,0.8413005190918531,0.510342652902875
mock,de,en-de(synthetic),4,4,major_accuracy,major,accuracy,"0,1,2,3",4,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.5340406405437054,0.5749661765680274,0.5345792690489177,0.542243288129554,0.510342652902875
mock,de,en-de(synthetic),4,1,major_fluency,major,fluency,1,1,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.7997019351135327,0.822155482334056,0.7216440471147109,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,2,major_fluency,major,fluency,"0,1",2,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.7793142290802761,0.7256802254172705,0.7216440471147109,0.8413005190918531,0.8923748358750618
mock,de,en-de(synthetic),4,3,major_fluency,major,fluency,"0,1,3",3,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.7226451889026333,0.7256802254172705,0.7216440471147109,0.8413005190918531,0.6622879616717288
mock,de,en-de(synthetic),4,4,major_fluency,major,fluency,"0,1,2,3",4,"1,0,3,2",03a0b21de9d5f072,de_03a0b21de9d5f072_4,de_03a0b21de9d5f072_4_k4,90,95,False,0.7093460265045072,0.7256802254172705,0.7216440471147109,0.6741241413132547,0.6622879616717288
mock,de,en-de(synthetic),1,0,none,,,,0,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k1,24,25,False,0.8639137685425574,0.8639137685425574,,,
mock,de,en-de(synthetic),1,1,minor_accuracy,minor,accuracy,0,4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k1,24,25,False,0.7457612287234202,0.7457612287234202,,,
mock,de,en-de(synthetic),1,1,minor_fluency,minor,fluency,0,4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k1,24,25,False,0.8485927690118261,0.8485927690118261,,,
mock,de,en-de(synthetic),1,1,major_accuracy,major,accuracy,0,4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k1,24,25,False,0.5692147173560844,0.5692147173560844,,,
mock,de,en-de(synthetic),1,1,major_fluency,major,fluency,0,4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k1,24,25,False,0.6990818947666263,0.6990818947666263,,,
mock,de,en-de(synthetic),2,0,none,,,,0,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.8487771060482965,0.8639137685425574,0.837591382001624,,
mock,de,en-de(synthetic),2,1,minor_accuracy,minor,accuracy,1,2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.8174133030529172,0.8639137685425574,0.7726029348023238,,
mock,de,en-de(synthetic),2,2,minor_accuracy,minor,accuracy,"0,1",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.7618433804695848,0.7457612287234202,0.7726029348023238,,
mock,de,en-de(synthetic),2,1,minor_fluency,minor,fluency,1,2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.8552906025538134,0.8639137685425574,0.8214005569462155,,
mock,de,en-de(synthetic),2,2,minor_fluency,minor,fluency,"0,1",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.8383839773283447,0.8485927690118261,0.8214005569462155,,
mock,de,en-de(synthetic),2,1,major_accuracy,major,accuracy,1,2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.6255547995471169,0.8639137685425574,0.5477288177242479,,
mock,de,en-de(synthetic),2,2,major_accuracy,major,accuracy,"0,1",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.5636847252804829,0.5692147173560844,0.5477288177242479,,
mock,de,en-de(synthetic),2,1,major_fluency,major,fluency,1,2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.772806012522261,0.8639137685425574,0.6995603872557745,,
mock,de,en-de(synthetic),2,2,major_fluency,major,fluency,"0,1",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k2,46,48,False,0.6973911611709449,0.6990818947666263,0.6995603872557745,,
mock,de,en-de(synthetic),4,0,none,,,,0,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8376047304698231,0.8639137685425574,0.837591382001624,0.8659196620269528,0.8200043708153826
mock,de,en-de(synthetic),4,1,minor_accuracy,minor,accuracy,3,1,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.854710768425494,0.8639137685425574,0.837591382001624,0.8659196620269528,0.8016538504498947
mock,de,en-de(synthetic),4,2,minor_accuracy,minor,accuracy,"1,3",2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8168707663994044,0.8639137685425574,0.7726029348023238,0.8659196620269528,0.8016538504498947
mock,de,en-de(synthetic),4,3,minor_accuracy,minor,accuracy,"1,2,3",3,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.7813814884472442,0.8639137685425574,0.7726029348023238,0.7208945506767798,0.8016538504498947
mock,de,en-de(synthetic),4,4,minor_accuracy,minor,accuracy,"0,1,2,3",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.7705998318826074,0.7457612287234202,0.7726029348023238,0.7208945506767798,0.8016538504498947
mock,de,en-de(synthetic),4,1,minor_fluency,minor,fluency,3,1,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8382560886006709,0.8639137685425574,0.837591382001624,0.8659196620269528,0.7894112412477282
mock,de,en-de(synthetic),4,2,minor_fluency,minor,fluency,"1,3",2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8467933917632858,0.8639137685425574,0.8214005569462155,0.8659196620269528,0.7894112412477282
mock,de,en-de(synthetic),4,3,minor_fluency,minor,fluency,"1,2,3",3,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8302219390972235,0.8639137685425574,0.8214005569462155,0.8267879845841022,0.7894112412477282
mock,de,en-de(synthetic),4,4,minor_fluency,minor,fluency,"0,1,2,3",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.8242683346684946,0.8485927690118261,0.8214005569462155,0.8267879845841022,0.7894112412477282
mock,de,en-de(synthetic),4,1,major_accuracy,major,accuracy,3,1,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.7113774726922669,0.8639137685425574,0.837591382001624,0.8659196620269528,0.5811582437615326
mock,de,en-de(synthetic),4,2,major_accuracy,major,accuracy,"1,3",2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.6530204852484897,0.8639137685425574,0.5477288177242479,0.8659196620269528,0.5811582437615326
mock,de,en-de(synthetic),4,3,major_accuracy,major,accuracy,"1,2,3",3,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.6027463137732625,0.8639137685425574,0.5477288177242479,0.5815220585919625,0.5811582437615326
mock,de,en-de(synthetic),4,4,major_accuracy,major,accuracy,"0,1,2,3",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.5752420566760985,0.5692147173560844,0.5477288177242479,0.5815220585919625,0.5811582437615326
mock,de,en-de(synthetic),4,1,major_fluency,major,fluency,3,1,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.808219637971323,0.8639137685425574,0.837591382001624,0.8659196620269528,0.7167180979894158
mock,de,en-de(synthetic),4,2,major_fluency,major,fluency,"1,3",2,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.7783174097308213,0.8639137685425574,0.6995603872557745,0.8659196620269528,0.7167180979894158
mock,de,en-de(synthetic),4,3,major_fluency,major,fluency,"1,2,3",3,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.7100042516733223,0.8639137685425574,0.6995603872557745,0.6589833004529829,0.7167180979894158
mock,de,en-de(synthetic),4,4,major_fluency,major,fluency,"0,1,2,3",4,"3,1,2,0",a035f57b8e941bc0,de_a035f57b8e941bc0_4,de_a035f57b8e941bc0_4_k4,90,95,False,0.693642765886741,0.6990818947666263,0.6995603872557745,0.6589833004529829,0.7167180979894158
mock,de,en-de(synthetic),1,0,none,,,,0,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k1,24,25,False,0.867791547166437,0.867791547166437,,,
mock,de,en-de(synthetic),1,1,minor_accuracy,minor,accuracy,0,2,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k1,24,25,False,0.7232194190187659,0.7232194190187659,,,
mock,de,en-de(synthetic),1,1,minor_fluency,minor,fluency,0,2,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k1,24,25,False,0.7938803205862971,0.7938803205862971,,,
mock,de,en-de(synthetic),1,1,major_accuracy,major,accuracy,0,2,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k1,24,25,False,0.5324683702683053,0.5324683702683053,,,
mock,de,en-de(synthetic),1,1,major_fluency,major,fluency,0,2,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k1,24,25,False,0.6832510244017763,0.6832510244017763,,,
mock,de,en-de(synthetic),2,0,none,,,,0,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k2,46,48,False,0.8860933431443918,0.867791547166437,0.9211809929622349,,
mock,de,en-de(synthetic),2,1,minor_accuracy,minor,accuracy,0,2,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k2,46,48,False,0.8002959767718789,0.7232194190187659,0.9211809929622349,,
mock,de,en-de(synthetic),2,2,minor_accuracy,minor,accuracy,"0,1",4,"3,0,2,1",e39ed2195c14bec4,de_e39ed2195c14bec4_0,de_e39ed2195c14bec4_0_k2,46,48,False,0.7396737374463878,0.7232194190187659,0.77725922911427,,
